Current sim time, airport, event name, airplane id, runway queue size, gate queue size, baggage cart queue size, fuel truck queue size
0.000000, Airport3, AcquireRunwayLand, 3.1, 0, 0, 0, 0, 
0.000000, Airport3, Land, 3.1, 0, 0, 0, 0, 
1.000000, Airport3, AcquireRunwayLand, 3.2, 0, 0, 0, 0, 
1.000000, Airport3, Land, 3.2, 0, 0, 0, 0, 
2.000000, Airport3, AcquireRunwayLand, 3.3, 0, 0, 0, 0, 
3.000000, Airport3, AcquireRunwayLand, 3.4, 1, 0, 0, 0, 
4.000000, Airport3, AcquireRunwayLand, 3.5, 2, 0, 0, 0, 
4.520532, Airport3, Taxi2Gate, 3.1, 3, 0, 0, 0, 
4.520532, Airport3, Land, 3.3, 2, 0, 0, 0, 
5.000000, Airport3, AcquireRunwayLand, 3.6, 2, 0, 0, 0, 
6.000000, Airport3, AcquireRunwayLand, 3.7, 3, 0, 0, 0, 
6.425559, Airport3, Taxi2Gate, 3.2, 4, 0, 0, 0, 
6.425559, Airport3, Land, 3.4, 3, 0, 0, 0, 
7.000000, Airport3, AcquireRunwayLand, 3.8, 3, 0, 0, 0, 
8.000000, Airport3, AcquireRunwayLand, 3.9, 4, 0, 0, 0, 
8.185414, Airport3, AcquireGate, 3.1, 5, 0, 0, 0, 
8.185414, Airport3, DockAtGate, 3.1, 5, 0, 0, 0, 
9.000000, Airport3, AcquireRunwayLand, 3.10, 5, 0, 0, 0, 
9.799225, Airport3, ArriveGate, 3.1, 6, 0, 0, 0, 
9.799225, Airport3, UnloadLuggage, 3.1, 6, 0, 0, 0, 
9.799225, Airport3, FuelPlane, 3.1, 6, 0, 0, 0, 
10.271004, Airport3, Taxi2Gate, 3.3, 6, 0, 0, 0, 
10.271004, Airport3, Land, 3.5, 5, 0, 0, 0, 
10.473950, Airport3, AcquireGate, 3.2, 5, 0, 0, 0, 
10.473950, Airport3, DockAtGate, 3.2, 5, 0, 0, 0, 
11.210628, Airport3, Taxi2Gate, 3.4, 5, 0, 0, 0, 
11.210628, Airport3, Land, 3.6, 4, 0, 0, 0, 
11.942697, Airport3, ArriveGate, 3.2, 4, 0, 0, 0, 
11.942697, Airport3, UnloadLuggage, 3.2, 4, 0, 0, 0, 
11.942697, Airport3, FuelPlane, 3.2, 4, 0, 0, 0, 
14.981380, Airport3, AcquireGate, 3.4, 4, 0, 0, 0, 
14.981380, Airport3, DockAtGate, 3.4, 4, 0, 0, 0, 
15.076632, Airport3, AcquireGate, 3.3, 4, 0, 0, 0, 
15.530516, Airport3, Taxi2Gate, 3.5, 4, 1, 0, 0, 
15.530516, Airport3, Land, 3.7, 3, 1, 0, 0, 
16.575185, Airport3, Taxi2Gate, 3.6, 3, 1, 0, 0, 
16.575185, Airport3, Land, 3.8, 2, 1, 0, 0, 
17.487913, Airport3, StartClean, 3.1, 2, 1, 0, 0, 
17.488289, Airport3, ArriveGate, 3.4, 2, 1, 0, 0, 
18.901926, Airport3, StartClean, 3.2, 2, 1, 1, 1, 
19.894794, Airport3, AcquireGate, 3.5, 2, 1, 1, 1, 
20.226221, Airport3, AcquireGate, 3.6, 2, 2, 1, 1, 
20.534186, Airport3, Taxi2Gate, 3.7, 2, 3, 1, 1, 
20.534186, Airport3, Land, 3.9, 1, 3, 1, 1, 
21.425237, Airport3, Taxi2Gate, 3.8, 1, 3, 1, 1, 
21.425237, Airport3, Land, 3.10, 0, 3, 1, 1, 
24.035038, Airport3, StartClean, 3.4, 0, 3, 1, 1, 
24.452976, Airport3, AcquireGate, 3.7, 0, 3, 1, 1, 
24.679905, Airport3, LoadLuggage, 3.1, 0, 4, 1, 1, 
25.040508, Airport3, LoadLuggage, 3.2, 0, 4, 1, 1, 
25.202299, Airport3, AcquireGate, 3.8, 0, 4, 1, 1, 
25.508617, Airport3, Taxi2Gate, 3.9, 0, 5, 1, 1, 
26.014923, Airport3, Taxi2Gate, 3.10, 0, 5, 1, 1, 
27.689615, Airport3, StartEmbark, 3.1, 0, 5, 1, 1, 
29.054720, Airport3, AcquireGate, 3.9, 0, 5, 1, 1, 
29.181714, Airport3, StartEmbark, 3.2, 0, 6, 1, 1, 
29.715098, Airport3, ReleaseFuelTruck, 3.1, 0, 6, 1, 1, 
29.715098, Airport3, FuelPlane, 3.4, 0, 6, 1, 0, 
29.715098, Airport3, LeaveGate, 3.1, 0, 6, 1, 0, 
30.416964, Airport3, ReleaseFuelTruck, 3.2, 0, 6, 1, 0, 
30.416964, Airport3, LeaveGate, 3.2, 0, 6, 1, 0, 
30.906006, Airport3, AcquireGate, 3.10, 0, 6, 1, 0, 
34.398296, Airport3, StartEmbark, 3.4, 0, 7, 1, 0, 
40.475581, Airport3, ReleaseLuggageCart, 3.1, 0, 7, 1, 0, 
40.475581, Airport3, UnloadLuggage, 3.4, 0, 7, 0, 0, 
40.475581, Airport3, LeaveGate, 3.1, 0, 7, 0, 0, 
41.092795, Airport3, LeaveGate, 3.1, 0, 7, 0, 0, 
41.092795, Airport3, DockAtGate, 3.3, 0, 6, 0, 0, 
41.535392, Airport3, ReleaseLuggageCart, 3.2, 0, 6, 0, 0, 
41.535392, Airport3, LeaveGate, 3.2, 0, 6, 0, 0, 
41.682080, Airport3, LeaveGate, 3.2, 0, 6, 0, 0, 
41.682080, Airport3, DockAtGate, 3.5, 0, 5, 0, 0, 
42.594585, Airport3, ArriveGate, 3.3, 0, 5, 0, 0, 
42.594585, Airport3, UnloadLuggage, 3.3, 0, 5, 0, 0, 
42.594585, Airport3, FuelPlane, 3.3, 0, 5, 0, 0, 
42.741192, Airport3, Taxi2RunwayEA, 3.1, 0, 5, 0, 0, 
42.952047, Airport3, Taxi2RunwayEA, 3.2, 0, 5, 0, 0, 
43.002131, Airport3, ArriveGate, 3.5, 0, 5, 0, 0, 
47.099281, Airport3, AcquireRunwayTakeoff, 3.1, 0, 5, 1, 1, 
47.099281, Airport3, Takeoff, 3.1, 0, 5, 1, 1, 
47.388840, Airport3, LeaveGate, 3.4, 0, 5, 1, 1, 
47.554240, Airport3, AcquireRunwayTakeoff, 3.2, 0, 5, 1, 1, 
47.554240, Airport3, Takeoff, 3.2, 0, 5, 1, 1, 
49.027712, Airport3, ReleaseFuelTruck, 3.4, 0, 5, 1, 1, 
49.027712, Airport3, FuelPlane, 3.5, 0, 5, 1, 0, 
49.027712, Airport3, LeaveGate, 3.4, 0, 5, 1, 0, 
49.304969, Airport3, StartClean, 3.3, 0, 5, 1, 0, 
50.242258, Airport3, StartClean, 3.5, 0, 5, 1, 0, 
53.629319, Airport3, Leave, 3.2, 0, 5, 1, 0, 
54.332175, Airport3, Leave, 3.1, 0, 5, 1, 0, 
54.655344, Airport3, LoadLuggage, 3.4, 0, 5, 1, 0, 
56.498721, Airport3, LoadLuggage, 3.3, 0, 5, 1, 0, 
58.179721, Airport3, AcquireRunwayLand, 1.1, 0, 5, 1, 0, 
58.179721, Airport3, Land, 1.1, 0, 5, 1, 0, 
59.461122, Airport3, StartEmbark, 3.3, 0, 5, 1, 0, 
60.197279, Airport3, StartEmbark, 3.5, 0, 5, 1, 0, 
61.551653, Airport3, ReleaseFuelTruck, 3.3, 0, 5, 1, 0, 
61.551653, Airport3, LeaveGate, 3.3, 0, 5, 1, 0, 
62.368263, Airport3, Taxi2Gate, 1.1, 0, 5, 1, 0, 
67.022066, Airport3, AcquireGate, 1.1, 0, 5, 1, 0, 
68.267060, Airport3, ReleaseFuelTruck, 3.5, 0, 6, 1, 0, 
68.267060, Airport3, LeaveGate, 3.5, 0, 6, 1, 0, 
71.158871, Airport3, ReleaseLuggageCart, 3.4, 0, 6, 1, 0, 
71.158871, Airport3, UnloadLuggage, 3.5, 0, 6, 0, 0, 
71.158871, Airport3, LeaveGate, 3.4, 0, 6, 0, 0, 
71.158871, Airport3, DockAtGate, 3.6, 0, 5, 0, 0, 
72.863202, Airport3, LeaveGate, 3.3, 0, 5, 0, 0, 
72.879327, Airport3, ReleaseLuggageCart, 3.3, 0, 5, 0, 0, 
72.879327, Airport3, LeaveGate, 3.3, 0, 5, 0, 0, 
72.879327, Airport3, DockAtGate, 3.7, 0, 4, 0, 0, 
73.078833, Airport3, ArriveGate, 3.6, 0, 4, 0, 0, 
73.078833, Airport3, UnloadLuggage, 3.6, 0, 4, 0, 0, 
73.078833, Airport3, FuelPlane, 3.6, 0, 4, 0, 0, 
73.243401, Airport3, Taxi2RunwayEA, 3.4, 0, 4, 0, 0, 
73.598682, Airport3, LeaveGate, 3.5, 0, 4, 0, 0, 
74.441569, Airport3, ArriveGate, 3.7, 0, 4, 0, 0, 
74.441569, Airport3, FuelPlane, 3.7, 0, 4, 1, 0, 
75.189010, Airport3, Taxi2RunwayEA, 3.3, 0, 4, 1, 0, 
77.058813, Airport3, AcquireRunwayTakeoff, 3.4, 0, 4, 1, 0, 
77.058813, Airport3, Takeoff, 3.4, 0, 4, 1, 0, 
78.848158, Airport3, AcquireRunwayTakeoff, 3.3, 0, 4, 1, 0, 
78.848158, Airport3, Takeoff, 3.3, 0, 4, 1, 0, 
79.726586, Airport3, StartClean, 3.7, 0, 4, 1, 0, 
80.893266, Airport3, StartClean, 3.6, 0, 4, 1, 0, 
84.628382, Airport3, Leave, 3.4, 0, 4, 1, 0, 
85.067350, Airport3, LoadLuggage, 3.5, 0, 4, 1, 0, 
86.297645, Airport3, Leave, 3.3, 0, 4, 1, 0, 
86.690669, Airport3, AcquireRunwayLand, 2.4, 0, 4, 1, 0, 
86.690669, Airport3, Land, 2.4, 0, 4, 1, 0, 
86.757297, Airport3, LoadLuggage, 3.6, 0, 4, 1, 0, 
87.938316, Airport3, AcquireRunwayLand, 2.3, 0, 4, 1, 0, 
87.938316, Airport3, Land, 2.3, 0, 4, 1, 0, 
88.999567, Airport3, AcquireRunwayLand, 1.2, 0, 4, 1, 0, 
90.426644, Airport3, StartEmbark, 3.7, 1, 4, 1, 0, 
91.228282, Airport3, StartEmbark, 3.6, 1, 4, 1, 0, 
91.790117, Airport3, Taxi2Gate, 2.4, 1, 4, 1, 0, 
91.790117, Airport3, Land, 1.2, 0, 4, 1, 0, 
92.461962, Airport3, ReleaseFuelTruck, 3.6, 0, 4, 1, 0, 
92.461962, Airport3, LeaveGate, 3.6, 0, 4, 1, 0, 
93.157589, Airport3, Taxi2Gate, 2.3, 0, 4, 1, 0, 
93.215948, Airport3, ReleaseFuelTruck, 3.7, 0, 4, 1, 0, 
93.215948, Airport3, LeaveGate, 3.7, 0, 4, 1, 0, 
95.435203, Airport3, AcquireGate, 2.4, 0, 4, 1, 0, 
96.853696, Airport3, Taxi2Gate, 1.2, 0, 5, 1, 0, 
97.185346, Airport3, AcquireGate, 2.3, 0, 5, 1, 0, 
100.435033, Airport3, ReleaseLuggageCart, 3.5, 0, 6, 1, 0, 
100.435033, Airport3, UnloadLuggage, 3.7, 0, 6, 0, 0, 
100.435033, Airport3, LeaveGate, 3.5, 0, 6, 0, 0, 
100.435033, Airport3, DockAtGate, 3.8, 0, 5, 0, 0, 
100.752816, Airport3, AcquireGate, 1.2, 0, 5, 0, 0, 
102.279243, Airport3, Taxi2RunwayEA, 3.5, 0, 6, 0, 0, 
102.532618, Airport3, ArriveGate, 3.8, 0, 6, 0, 0, 
102.532618, Airport3, FuelPlane, 3.8, 0, 6, 1, 0, 
103.026268, Airport3, ReleaseLuggageCart, 3.6, 0, 6, 1, 0, 
103.026268, Airport3, UnloadLuggage, 3.8, 0, 6, 0, 0, 
103.026268, Airport3, LeaveGate, 3.6, 0, 6, 0, 0, 
103.626419, Airport3, LeaveGate, 3.7, 0, 6, 0, 0, 
